Konkani,Hindi,Konkani_Rule_POS
परसा,परसा,परसा/NOUN
उपेगाचें,उपयोगी,उपेगाचें/NOUN
अपचनाचो,पूर्ववत,अपचनाचो/ADJ
रोसांत,रोज़ान,रोसांत/NOUN
थोडेशें,थोडेशें,थोडेशें/NOUN
रोसान,रोसान,रोसान/NOUN
दम्याच्या,अस्थमा,दम्याच्या/ADJ
पियेल्यार,पियेल्यार,पियेल्यार/NOUN
संदिवात,जीवंत,संदिवात/NOUN
वाय,वाई के,वाय/NOUN
सतायता,सतायता,सतायता/NOUN
रोसाची,रोसी,रोसाची/NOUN
मालीश,माला,मालीश/PRON
उच्च,उच्च,उच्च/NOUN
रक्त,रक्त,रक्त/NOUN
दाबाच्या,चिकित्सा,दाबाच्या/ADJ
हरवो,हरवो,हरवो/NOUN
कांदो,प्याज़,कांदो/NOUN
खावचो,खावचो,खावचो/ADJ
ओंकूंक,ओंकूंक,ओंकूंक/NOUN
कुडक्यांक,कुडकांक,कुडक्यांक/NOUN
तांच्यानी,वे हैं,तांच्यानी/NOUN
कांद्याचो,प्याज,कांद्याचो/ADJ
कुडको,काटा,कुडको/NOUN
दामून,दामुनुन,दामून/NOUN
दिश्ट,दिश्ट,दिश्ट/NOUN
कांद्यांत,प्याज,कांद्यांत/NOUN
खाशेले,खशेल,खाशेले/ADJ
रसायन,रसायन,रसायन/NOUN
नाश्त्या,नाश्ता,नाश्त्या/NOUN
धान्य,अनाज,धान्य/NOUN
उकडून,ऊपर,उकडून/NOUN
कुंड्या,बाल्टी,कुंड्या/NOUN
केल्लो,एक प्रकार का,केल्लो/ADJ
कॅक,सीएके,कॅक/NOUN
कु्ंड्यात,कु्ंड्यात,कु्ंड्यात/NOUN
मॅग्नेशियम,मैगनीशियम,मॅग्नेशियम/PRON
प्रमाणान,कोरिपी,प्रमाणान/NOUN
बटाटाच्या,आलू,बटाटाच्या/ADJ
पराठ्यां,पराठ्यां,पराठ्यां/NOUN
५०,५०,५०/NOUN
खावचें,खाने के लिए जोड़ें,खावचें/NOUN
उर्जेचो,ऊर्जा,उर्जेचो/ADJ
स्त्रोत,स्रोत,स्त्रोत/NOUN
मूठभर,मुट्ठी,मूठभर/PRON
भाजून,भूनना,भाजून/NOUN
१०,10,१०/NOUN
गोडा,गोडा,गोडा/NOUN
नाशत्याक,निराश,नाशत्याक/NOUN
उर्जेक,एक प्रकार का,उर्जेक/NOUN
फावसो,फावसो,फावसो/NOUN
सांठो,इकट्ठा करना,सांठो/NOUN
उदकाचे,टिंगलिंग,उदकाचे/NOUN
कुडीचेर,बॉडी बॉडी,कुडीचेर/NOUN
पिल्यारूय,पायलट,पिल्यारूय/NOUN
गर्मी,गर्मी,गर्मी/NOUN
पित्त,पित्त,पित्त/NOUN
पडपाचे,पैक्ड,पडपाचे/NOUN
खड्यांचे,स्तंभ,खड्यांचे/NOUN
White,सफ़ेद,White/NOUN
rock,चट्टान,rock/NOUN
salt,नमक,salt/NOUN
वोंवो,वोंवो,वोंवो/NOUN
दवरचीं,अपने पास रखें,दवरचीं/NOUN
कडक,कठोर,कडक/NOUN
गर्मे,गर्मे,गर्मे/NOUN
बोल्सांत,बोल्ट,बोल्सांत/NOUN
पॉकेटांत,पॉकेटांत,पॉकेटांत/NOUN
लागची,लेक लेक,लागची/NOUN
जांवक,बिया,जांवक/NOUN
त्रिकुटीचो,त्रिकुति,त्रिकुटीचो/ADJ
चूर्ण,चूर्ण,चूर्ण/NOUN
म्होंवा,शहद,म्होंवा/PRON
सकाळचेंच,सुबह,सकाळचेंच/NOUN
लोशन,लोशन,लोशन/NOUN
कापुसूय,कपास,कापुसूय/NOUN
दीर्घ,लंबा,दीर्घ/NOUN
आयुश्याचें,उसकी ज़िंदगी,आयुश्याचें/NOUN
जिणे,जिया जाता है,जिणे/NOUN
सात्वीक,सात्वीक,सात्वीक/NOUN
जिविताचे,जीवन की,जिविताचे/NOUN
जेवणाच्या,रात का खाना,जेवणाच्या/ADJ
गुपिता,गुपिता,गुपिता/NOUN
मनशाचो,इंसानियत,मनशाचो/ADJ
पॉझिटीव,सकारात्मक,पॉझिटीव/NOUN
सकारात्मक,सकारात्मक,सकारात्मक/NOUN
एनर्जी,एनर्जी,एनर्जी/NOUN
आपणावप,युवा,आपणावप/NOUN
एकटेपणांत,अकेलापन,एकटेपणांत/NOUN
विसवाचे,उदासीन,विसवाचे/NOUN
शांत,शांत,शांत/NOUN
सवकास,सवकास,सवकास/PART
तकलेंतलो,,तकलेंतलो/ADJ
सगळो,सिटन,सगळो/NOUN
तकलेंतल्यान,मेरे सिर से,तकलेंतल्यान/NOUN
जाणटेपणाचीं,जटिल,जाणटेपणाचीं/NOUN
उडोवचीं,Updh udch,उडोवचीं/NOUN
तरणाटो,तैरना,तरणाटो/NOUN
समजुचो,समझ,समजुचो/ADJ
येवजुचें,मैं खराब हो गया,येवजुचें/NOUN
हांव,मैं,हांव/NOUN
नकारात्मक,नकारात्मक,नकारात्मक/NOUN
ताणा,तनाव,ताणा/NOUN
आसां,आसां,आसां/NOUN
म्हज्यांत,मेरे पास है,म्हज्यांत/NOUN
आयिल्ली,के लिए आया था,आयिल्ली/ADJ
बुद्‍दीक,बुद्धिक,बुद्‍दीक/NOUN
तरणेपण,आराधना,तरणेपण/NOUN
घोळयतां,मैं स्लॉट विकसित कर सकता हूं,घोळयतां/NOUN
जाणटेपणाचे,जीवंत,जाणटेपणाचे/NOUN
प्रक्रियेक,प्रक्रिया के लिए,प्रक्रियेक/NOUN
नेट,नेट,नेट/NOUN
हाडटात,इसे लाना,हाडटात/NOUN
संयम,संयम,संयम/NOUN
दवरनाशिल्ल्यान,दाना की वजह से।,दवरनाशिल्ल्यान/NOUN
न्हिदचे,निकेन,न्हिदचे/NOUN
केल्ले,बनाया,केल्ले/ADJ
तोंडाक,चेहरे का सामना करना,तोंडाक/NOUN
